sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,25,28,32,2,204,0.0,132.44448368725443,169.82383504039558
post login,3000,14,15,19,1,193,0.0,132.45033112582783,310.8042735927153
ajax post search,3000,9,10,15,1,174,0.0,132.46202755210174,342.9511746346256
get view hotel,3000,13,14,18,1,188,0.0,132.44448368725443,281.21042186327315
post book hotel,3000,13,14,18,1,189,0.0,132.4561790807541,719.478940157402
ajax post cc number,3000,10,12,16,1,185,0.0,132.46787653993908,24.732942691084915
ajax post cc name,3000,13,15,18,1,190,0.0,132.45033112582783,23.4362065397351
post booking details,3000,13,15,18,1,191,0.0,132.47372604433454,342.4639871555683
post confirm booking,3000,14,15,19,2,193,0.0,132.46202755210174,736.4565338274903
cancel booking,3000,11,12,16,2,54,0.0,132.46202755210174,629.4779236853144
get logout,3000,12,12,17,1,195,0.0,132.46202755210174,199.8818362824532
TOTAL,33000,13,14,21,1,204,0.0,1446.8607506138198,3754.2850918537356
